in_packet_ratio,in_byte_ratio,size_mean,size_std,size_min,size_max,iat_mean,iat_std,iat_max,tcp_ratio,udp_ratio,category
0.5118110236220472,0.8627542533632941,269.82,345.99,54,1490,0.152448,0.371641,3.259551,0.952755905511811,0.0472440944881889,idle
0.5047619047619047,0.8898062763599971,266.46,307.89,54,1320,0.172459,0.288095,1.223111,0.961904761904762,0.0380952380952381,idle
0.52,0.8788711825093424,232.81,252.81,54,1165,0.199939,0.340086,2.161082,0.96,0.04,idle
0.5319148936170213,0.7995573310300151,197.06,293.78,54,1490,0.212797,0.396621,2.161082,0.9574468085106383,0.0425531914893617,idle
0.5288461538461539,0.7614673632240657,167.49,264.94,54,1490,0.178698,0.363064,2.161082,0.9615384615384616,0.0384615384615384,idle
0.5315315315315315,0.7598636414440595,161.21,258.17,54,1490,0.177475,0.328151,1.628429,0.963963963963964,0.036036036036036,idle
0.5283018867924528,0.7603021978021978,164.83,268.49,54,1490,0.18773,0.358904,1.628429,0.9622641509433962,0.0377358490566037,idle
0.5,0.7288636115060703,120.3,146.79,54,1072,0.2624,0.453416,2.408237,0.9473684210526316,0.0526315789473684,idle
0.5342465753424658,0.7923122765196663,137.92,159.55,54,1072,0.273775,0.513176,2.418912,0.9452054794520548,0.0547945205479452,idle
0.532608695652174,0.774431016502055,177.18,284.01,54,1490,0.199836,0.47067,2.418912,0.9347826086956522,0.0652173913043478,idle
0.5203252032520326,0.7247710560743448,180.22,287.21,54,1514,0.159105,0.444213,2.418912,0.91869918699187,0.08130081300813,idle
0.5289256198347108,0.7315565509518477,184.5,290.08,54,1514,0.143179,0.377428,1.998126,0.9173553719008264,0.0826446280991735,idle
0.5128205128205128,0.7226632404900656,186.26,293.42,54,1514,0.157709,0.393173,1.998126,0.9145299145299144,0.0854700854700854,idle
0.51,0.7380823986194995,185.44,277.52,54,1514,0.190622,0.404116,1.998126,0.9,0.1,idle
0.5161290322580645,0.7977891614990563,179.47,268.93,54,1454,0.290787,0.470288,1.998126,0.9032258064516128,0.0967741935483871,idle
0.5222222222222223,0.7786511980917272,204.96,334.89,54,1490,0.2131,0.437147,2.337548,0.9333333333333332,0.0666666666666666,idle
0.5222222222222223,0.7887271369914147,208.37,337.37,54,1490,0.218938,0.433133,2.337548,0.9333333333333332,0.0666666666666666,idle
0.5212765957446809,0.7745776630689817,181.36,280.89,54,1490,0.211623,0.40997,2.337548,0.9574468085106383,0.0425531914893617,idle
0.5169491525423728,0.6644304262207537,253.91,403.23,54,1514,0.166301,0.365461,2.525862,0.9491525423728814,0.0508474576271186,idle
0.5267175572519084,0.6076571045875656,273.56,408.5,54,1514,0.148535,0.39674,2.944024,0.6870229007633588,0.3129770992366412,idle
0.5196850393700787,0.6081062463836001,285.77,421.88,54,1514,0.149796,0.4442,2.944024,0.6456692913385826,0.3543307086614173,idle
0.5303867403314917,0.5918942431348816,292.13,440.43,54,1514,0.109712,0.383741,2.944024,0.7182320441988951,0.281767955801105,idle
